BTCTUSD,29333.75000000,0.00090000,29334.70000000,0.11395000
BTCTUSD,29333.75000000,0.00090000,29334.66000000,0.10000000
BTCTUSD,29333.75000000,0.00090000,29334.69000000,0.00339000
BTCTUSD,29333.75000000,0.00090000,29334.69000000,0.04533000
BTCTUSD,29333.75000000,0.00090000,29334.68000000,0.10734000
BTCTUSD,29333.75000000,0.00090000,29334.68000000,0.13461000
BTCTUSD,29333.60000000,0.00597000,29334.63000000,0.02231000
BTCTUSD,29333.45000000,0.00090000,29334.63000000,0.02231000
BTCTUSD,29333.46000000,0.19643000,29334.62000000,0.10000000
BTCTUSD,29333.60000000,0.00597000,29334.64000000,0.01399000
BTCNGN,26973980.00000000,0.00025000,27038175.00000000,0.06816000
BTCTUSD,29333.45000000,0.00090000,29334.62000000,0.02514000
BTCNGN,26973980.00000000,0.00025000,27038174.00000000,0.06084000
BTCTUSD,29333.46000000,0.19643000,29334.62000000,0.02514000
BTCTUSD,29333.46000000,0.19643000,29334.62000000,0.12514000
BTCTUSD,29333.45000000,0.00090000,29334.64000000,0.01399000
BTCNGN,26973980.00000000,0.00025000,27038164.00000000,0.03408000
BTCNGN,26973980.00000000,0.00025000,27038164.00000000,0.01704000
BCHBTC,0.00777000,277.16600000,0.00778000,1.75300000
AUDIOTRY,5.17500000,676.87000000,5.17900000,7336.37000000
BTCNGN,26973980.00000000,0.00025000,27038164.00000000,0.05112000
BTCTUSD,29333.47000000,0.01663000,29334.62000000,0.10000000
BTCTUSD,29333.46000000,0.19643000,29334.61000000,0.03072000
BTCTUSD,29333.48000000,0.01827000,29334.62000000,0.10000000
BTCNGN,26973980.00000000,0.00025000,27038164.00000000,0.06816000
BTCTUSD,29333.46000000,0.19643000,29334.62000000,0.10000000
BTCTUSD,29333.46000000,0.19643000,29334.61000000,0.03072000
BTCTUSD,29333.47000000,0.02727000,29334.61000000,0.03072000
BTCTUSD,29333.46000000,0.19643000,29334.62000000,0.10000000
AAVEUSDT,65.45000000,0.43100000,65.46000000,1.52800000
AAVEUSDT,65.45000000,0.43100000,65.46000000,9.52800000
BCHBTC,0.00777000,270.74800000,0.00778000,1.75300000
BTCTRY,799120.00000000,0.03184000,799190.00000000,0.06356000
BTCTRY,799120.00000000,0.03184000,799190.00000000,0.05000000
BTCTUSD,29333.49000000,0.08397000,29334.62000000,0.12140000
BTCTUSD,29333.51000000,0.06980000,29334.62000000,0.02140000
BTCTUSD,29333.51000000,0.01418000,29334.62000000,0.02140000
BTCTUSD,29333.47000000,0.01663000,29334.62000000,0.12140000
BTCTUSD,29333.49000000,0.05670000,29334.62000000,0.12140000
BTCTUSD,29333.48000000,0.19643000,29334.62000000,0.12140000
BTCTUSD,29333.50000000,0.22478000,29334.62000000,0.02140000
BTCTRY,799121.00000000,0.00904000,799190.00000000,0.06356000
BTCTUSD,29333.47000000,0.04056000,29334.62000000,0.12140000
BTCUSDT,29335.01000000,6.61447000,29335.02000000,20.54545000
BURGERBUSD,0.40540000,380.40000000,0.40550000,2207.50000000
BTCTUSD,29333.49000000,0.08397000,29334.62000000,0.02140000
BTCTUSD,29333.51000000,0.04145000,29334.62000000,0.02140000
BTCTUSD,29333.50000000,0.19643000,29334.62000000,0.02140000
BTCTUSD,29333.52000000,0.02126000,29334.62000000,0.02140000
BURGERUSDT,0.40560000,123.80000000,0.40590000,311.70000000
C98USDT,0.15960000,3132.80000000,0.15970000,10327.40000000
BTCTUSD,29333.52000000,0.03544000,29334.62000000,0.02140000
BTCTUSD,29333.54000000,0.01998000,29334.62000000,0.02140000
BTCTUSD,29333.53000000,0.05863000,29334.62000000,0.02140000
BTCTUSD,29333.52000000,0.01418000,29334.62000000,0.02140000
BTCTUSD,29333.53000000,0.04091000,29334.62000000,0.02140000
BTCBUSD,29305.99000000,0.14423000,29306.00000000,1.42680000
BTCTUSD,29333.53000000,0.01772000,29334.62000000,0.02140000
BTCTUSD,29333.55000000,0.02727000,29334.62000000,0.02140000
ARBUSDT,1.15440000,4329.20000000,1.15450000,13910.20000000
BTCTUSD,29333.53000000,0.04091000,29334.62000000,0.02140000
AAVEUSDT,65.45000000,0.43100000,65.46000000,5.52800000
AAVEUSDT,65.45000000,0.43100000,65.46000000,11.52800000
AAVEBNB,0.27320000,0.80100000,0.27360000,20.91700000
ARBUSDT,1.15440000,4329.20000000,1.15450000,13910.20000000
ARBUSDT,1.15440000,4592.00000000,1.15450000,13910.20000000
AGIXUSDT,0.21141000,538.00000000,0.21143000,368.00000000
BCHUSDT,228.20000000,315.51800000,228.30000000,14.62000000
BNBBUSD,239.20000000,107.72000000,239.30000000,50.24200000
BNBUSDT,239.50000000,494.51100000,239.60000000,564.75200000
BNBUSDT,239.50000000,494.51100000,239.60000000,559.75200000
CAKEUSDT,1.46000000,4217.22000000,1.46100000,10819.59000000
AAVEBNB,0.27320000,0.80100000,0.27350000,48.30000000
ARBUSDT,1.15440000,4628.80000000,1.15450000,13910.20000000
BNBUSDT,239.50000000,494.51100000,239.60000000,564.75200000
ATOMETH,0.00452900,11.98300000,0.00453900,219.64200000
BNBBUSD,239.20000000,107.72000000,239.30000000,47.83100000
BCHBTC,0.00777000,277.16600000,0.00778000,1.75300000
ATOMETH,0.00452900,11.98300000,0.00454000,47.24300000
BNBBUSD,239.20000000,107.72000000,239.30000000,57.39500000
BNBBUSD,239.20000000,107.72000000,239.30000000,42.76400000
BCHBTC,0.00777000,270.74800000,0.00778000,1.75300000
BNBUSDT,239.50000000,494.51100000,239.60000000,565.21900000
BTCTUSD,29333.54000000,0.19643000,29334.62000000,0.02140000
BTCTUSD,29333.57000000,0.02282000,29334.62000000,0.02140000
BTCTUSD,29333.60000000,0.03012000,29334.62000000,0.02140000
BTCTUSD,29333.55000000,0.01067000,29334.62000000,0.02140000
BTCTUSD,29333.59000000,0.03189000,29334.62000000,0.02140000
BTCTUSD,29333.56000000,0.04091000,29334.62000000,0.02140000
BUSDUSDT,1.00100000,2528606.00000000,1.00110000,2030488.00000000
BTCTUSD,29333.56000000,0.06926000,29334.62000000,0.02140000
BTCTUSD,29333.59000000,0.05916000,29334.62000000,0.02140000
BTCTUSD,29333.58000000,0.00709000,29334.62000000,0.02140000
BTCTUSD,29333.53000000,0.04091000,29334.62000000,0.02140000
BTCTUSD,29333.57000000,0.01418000,29334.62000000,0.02140000
BTCUSDT,29335.01000000,6.60779000,29335.02000000,20.54545000
AKROUSDT,0.00895000,145858.00000000,0.00897000,39451.00000000
BNBUPUSDT,26.97000000,0.94000000,27.02000000,10.91000000
BTCTUSD,29333.67000000,0.04439000,29334.62000000,0.02140000
BTCBUSD,29305.99000000,0.14423000,29306.00000000,1.42558000
BTCTUSD,29333.62000000,0.03411000,29334.62000000,0.02140000
BTCTUSD,29333.64000000,0.02359000,29334.62000000,0.02140000
BTCTUSD,29333.65000000,0.02835000,29334.62000000,0.02140000
BTCTUSD,29333.63000000,0.03212000,29334.62000000,0.02140000
BTCTUSD,29333.65000000,0.05562000,29334.62000000,0.02140000
BTCTUSD,29333.63000000,0.02727000,29334.62000000,0.02140000
BTCTUSD,29333.61000000,0.01506000,29334.62000000,0.02140000
BTCTUSD,29333.69000000,0.04868000,29334.62000000,0.02140000
BTCTUSD,29333.63000000,0.05939000,29334.62000000,0.02140000
BTCTUSD,29333.65000000,0.07218000,29334.62000000,0.02140000
BTCGBP,24455.32000000,0.00085000,24462.89000000,0.01321000
BTCTUSD,29333.67000000,0.01712000,29334.62000000,0.02140000
BTCTUSD,29333.66000000,0.02245000,29334.62000000,0.02140000
BTCTUSD,29333.64000000,0.03311000,29334.62000000,0.02140000
BTCTUSD,29333.66000000,0.03425000,29334.62000000,0.02140000
BTCTUSD,29333.64000000,0.05670000,29334.62000000,0.02140000
BTCGBP,24455.32000000,0.03064000,24462.89000000,0.01321000
BTCTUSD,29333.61000000,0.04233000,29334.62000000,0.02140000
BTCTUSD,29333.70000000,0.02193000,29334.62000000,0.02140000
BTCTUSD,29333.69000000,0.02727000,29334.62000000,0.02140000
